      time     memory       swap
1493876104     518324          0
1493876105     518232          0
1493876106     518076          0
1493876107     518216          0
1493876108     518668          0
1493876109     518932          0
1493876110     518136          0
1493876111     518156          0
1493876112     518232          0
1493876113     518840          0
1493876114     518296          0
1493876115     518140          0
1493876116     518220          0
1493876117     518308          0
1493876118     518324          0
1493876119     517920          0
1493876120     518464          0
1493876121     518044          0
1493876122     518684          0
1493876123     518508          0
1493876124     518492          0
1493876125     518200          0
1493876126     518324          0
1493876127     518432          0
1493876128     518260          0
1493876129     517840          0
1493876130     518076          0
1493876131     518012          0
1493876132     518416          0
1493876133     518104          0
1493876134     518292          0
1493876135     517920          0
1493876136     518200          0
1493876137     518356          0
1493876138     518108          0
1493876139     518416          0
1493876140     518548          0
1493876141     518736          0
1493876142     518860          0
1493876143     518424          0
1493876144     518596          0
1493876145     518796          0
1493876146     518132          0
1493876147     518004          0
1493876148     517804          0
1493876149     518456          0
1493876150     518580          0
1493876151     518300          0
1493876153     517660          0
1493876154     518240          0
1493876155     518544          0
1493876156     518420          0
1493876157     518280          0
1493876158     518172          0
1493876159     518296          0
1493876160     518172          0
1493876161     518200          0
1493876162     518296          0
1493876163     518264          0
1493876164     518432          0
1493876165     518480          0
1493876166     518384          0
1493876167     518496          0
1493876168     518356          0
1493876169     518604          0
1493876170     517980          0
1493876171     518012          0
1493876172     517936          0
1493876173     517560          0
1493876174     518496          0
1493876175     518480          0
1493876176     518528          0
1493876177     518124          0
1493876178     518588          0
1493876179     518444          0
1493876180     518240          0
1493876181     518536          0
1493876182     519160          0
1493876183     518304          0
1493876184     518504          0
1493876185     518604          0
1493876186     518388          0
1493876187     518496          0
1493876188     518716          0
1493876189     518528          0
1493876190     518960          0
1493876191     518668          0
1493876192     518028          0
1493876193     518336          0
1493876194     518056          0
1493876195     517792          0
1493876196     518248          0
1493876197     518620          0
1493876198     518784          0
1493876199     518712          0
1493876200     518212          0
1493876201     518736          0
1493876202     518524          0
1493876203     517856          0
1493876204     518400          0
1493876205     518212          0
1493876206     518648          0
1493876207     518304          0
1493876208     518432          0
1493876209     518356          0
1493876210     518056          0
1493876211     518232          0
1493876212     518232          0
1493876213     517916          0
1493876214     517532          0
1493876215     517408          0
1493876216     518244          0
1493876217     517948          0
1493876218     518212          0
1493876219     517872          0
1493876220     517996          0
1493876221     518136          0
1493876222     518244          0
1493876223     518416          0
1493876224     518084          0
1493876225     518208          0
1493876226     518132          0
1493876227     517856          0
1493876228     518352          0
1493876229     517836          0
1493876230     517712          0
1493876231     517884          0
1493876232     517896          0
1493876233     518316          0
1493876234     518864          0
1493876235     518648          0
1493876236     518384          0
1493876237     518228          0
1493876238     518496          0
1493876239     518492          0
1493876240     518428          0
1493876241     518292          0
1493876242     518168          0
1493876243     518388          0
1493876244     518572          0
1493876245     518372          0
1493876246     518540          0
1493876247     518184          0
1493876248     518356          0
1493876249     518304          0
1493876250     518304          0
1493876251     518744          0
1493876252     518556          0
1493876253     518476          0
1493876254     518060          0
1493876255     518048          0
1493876256     517948          0
1493876257     518048          0
1493876258     517780          0
1493876259     518168          0
1493876260     518668          0
1493876261     518852          0
1493876262     518088          0
1493876263     518060          0
1493876264     518616          0
1493876265     518116          0
1493876266     518140          0
1493876267     518308          0
1493876268     518536          0
1493876269     518184          0
1493876270     518040          0
1493876271     518272          0
1493876272     517780          0
1493876273     518448          0
1493876274     518228          0
1493876275     518480          0
1493876276     518320          0
1493876277     518052          0
1493876278     518448          0
1493876279     518336          0
1493876280     518148          0
1493876281     518324          0
1493876282     518380          0
1493876283     518224          0
1493876285     518324          0
1493876286     518384          0
1493876287     518196          0
1493876288     518012          0
1493876289     518352          0
1493876290     518116          0
1493876291     518244          0
1493876292     517632          0
1493876293     518288          0
1493876294     518428          0
1493876295     518476          0
1493876296     518368          0
1493876297     518228          0
1493876298     518120          0
1493876299     518356          0
1493876300     518216          0
1493876301     518724          0
1493876302     518604          0
1493876303     518600          0
1493876304     518812          0
1493876305     518332          0
1493876306     518240          0
1493876307     518084          0
1493876308     518116          0
1493876309     518380          0
1493876310     518520          0
1493876311     518192          0
1493876312     518784          0
1493876313     518616          0
1493876314     518100          0
1493876315     518892          0
1493876316     518740          0
1493876317     517836          0
1493876318     518740          0
1493876319     518444          0
1493876320     518196          0
1493876321     518020          0
1493876322     518244          0
1493876323     518192          0
1493876324     518456          0
1493876325     518304          0
1493876326     518256          0
1493876327     518396          0
1493876328     518288          0
1493876329     517928          0
1493876330     517928          0
1493876331     518288          0
1493876332     518008          0
1493876333     518380          0
1493876334     518476          0
1493876335     517788          0
1493876336     518192          0
1493876337     518504          0
1493876338     518428          0
1493876339     518628          0
1493876340     518380          0
1493876341     518492          0
1493876342     518536          0
1493876343     518100          0
1493876344     518396          0
1493876345     518320          0
1493876346     518396          0
1493876347     517948          0
1493876348     517980          0
1493876349     518368          0
1493876350     518116          0
1493876351     517868          0
1493876352     517976          0
1493876353     518396          0
1493876354     517960          0
1493876355     518580          0
1493876356     518704          0
1493876357     517652          0
1493876358     517804          0
1493876359     517868          0
1493876360     518116          0
1493876361     517900          0
1493876362     518192          0
1493876363     518288          0
1493876364     518224          0
1493876365     517880          0
1493876366     518256          0
1493876367     518456          0
1493876368     518316          0
1493876369     518412          0
1493876370     518504          0
1493876371     518516          0
1493876372     518148          0
1493876373     517948          0
1493876374     517988          0
1493876375     518444          0
1493876376     518676          0
1493876377     518252          0
1493876378     518116          0
1493876379     517944          0
1493876380     518068          0
1493876381     518628          0
1493876382     518128          0
1493876383     518224          0
1493876384     518364          0
1493876385     518396          0
1493876386     518348          0
1493876387     518088          0
1493876388     518428          0
1493876389     518160          0
1493876390     518460          0
1493876391     518536          0
1493876392     518272          0
1493876393     517964          0
1493876394     517992          0
1493876395     518584          0
1493876396     518800          0
1493876397     518196          0
1493876398     518332          0
1493876399     518428          0
1493876400     518444          0
1493876401     518328          0
1493876402     518196          0
1493876403     518348          0
1493876404     518572          0
1493876405     518524          0
1493876406     518756          0
1493876407     518696          0
1493876408     518228          0
1493876409     518132          0
1493876410     518292          0
1493876411     518212          0
1493876412     518320          0
1493876413     518520          0
1493876414     518724          0
1493876415     518740          0
1493876416     518632          0
1493876417     518504          0
1493876418     518508          0
1493876419     518228          0
1493876420     518380          0
1493876421     518772          0
1493876423     518696          0
1493876424     518632          0
1493876425     518928          0
1493876426     518448          0
1493876427     518292          0
1493876428     518120          0
1493876429     517960          0
1493876430     518208          0
1493876431     518708          0
1493876432     518460          0
1493876433     518724          0
1493876434     518020          0
1493876435     518224          0
1493876436     518040          0
1493876437     518024          0
1493876438     518616          0
1493876439     518708          0
1493876440     518804          0
1493876441     518616          0
1493876442     519048          0
1493876443     518024          0
1493876444     517884          0
1493876445     517888          0
1493876446     518012          0
1493876447     518384          0
1493876448     518352          0
1493876449     518620          0
1493876450     518152          0
1493876451     518460          0
1493876452     518852          0
1493876453     518756          0
1493876454     518692          0
1493876455     518716          0
1493876456     518468          0
1493876457     518604          0
1493876458     518480          0
1493876459     518156          0
1493876460     518184          0
1493876461     518464          0
1493876462     518216          0
1493876463     517856          0
1493876464     517656          0
1493876465     518324          0
1493876466     517760          0
1493876467     518200          0
1493876468     518480          0
1493876469     518212          0
1493876470     517948          0
1493876471     517704          0
1493876472     517828          0
1493876473     517872          0
1493876474     517992          0
1493876475     518044          0
1493876476     517856          0
1493876477     518400          0
1493876478     517852          0
1493876479     518152          0
1493876480     517840          0
1493876481     518212          0
1493876482     518184          0
1493876483     518240          0
1493876484     518320          0
1493876485     518568          0
1493876486     518196          0
1493876487     518180          0
1493876488     518120          0
1493876489     518380          0
1493876490     517916          0
1493876491     517776          0
1493876492     517808          0
1493876493     518444          0
1493876494     517960          0
1493876495     518208          0
1493876496     517932          0
1493876497     518024          0
1493876498     517900          0
1493876499     518024          0
1493876500     517852          0
1493876501     518196          0
1493876502     518212          0
1493876503     517680          0
1493876504     518040          0
1493876505     518180          0
1493876506     518088          0
1493876507     518288          0
1493876508     518060          0
1493876509     517688          0
1493876510     518060          0
1493876511     517748          0
1493876512     518076          0
1493876513     517996          0
1493876514     518160          0
1493876515     517928          0
1493876516     518332          0
1493876517     517648          0
1493876518     517960          0
1493876519     517880          0
1493876520     518208          0
1493876521     518344          0
1493876522     517984          0
1493876523     518224          0
1493876524     518360          0
1493876525     517724          0
1493876526     517960          0
1493876527     518020          0
1493876528     517660          0
1493876529     517680          0
1493876530     517804          0
1493876531     518100          0
1493876532     517804          0
1493876533     517880          0
1493876534     517516          0
1493876535     517892          0
1493876536     517936          0
1493876537     518160          0
1493876538     518000          0
1493876539     518560          0
1493876540     518112          0
1493876541     518280          0
1493876542     518532          0
1493876543     518300          0
1493876544     518564          0
1493876545     518272          0
1493876546     518224          0
1493876547     518180          0
1493876548     518304          0
1493876549     518568          0
1493876550     518100          0
1493876551     518488          0
1493876552     518100          0
1493876553     518096          0
1493876554     518144          0
1493876556     518128          0
1493876557     518128          0
1493876558     517940          0
1493876559     518220          0
1493876560     518516          0
1493876561     518516          0
1493876562     518424          0
1493876563     518300          0
1493876564     518544          0
1493876565     518040          0
1493876566     517948          0
1493876567     518260          0
1493876568     518384          0
1493876569     518556          0
1493876570     518104          0
1493876571     518416          0
1493876572     518384          0
1493876573     518476          0
1493876574     518136          0
1493876575     518212          0
1493876576     518616          0
1493876577     518228          0
1493876578     518056          0
1493876579     518184          0
1493876580     518292          0
1493876581     517652          0
1493876582     518040          0
1493876583     517996          0
1493876584     517812          0
1493876585     517856          0
1493876586     518260          0
1493876587     517856          0
1493876588     518476          0
1493876589     518076          0
1493876590     518276          0
1493876591     518336          0
1493876592     518448          0
1493876593     518104          0
1493876594     518180          0
1493876595     517888          0
1493876596     518244          0
1493876597     518320          0
1493876598     518320          0
1493876599     518616          0
1493876600     518040          0
1493876601     518384          0
1493876602     518412          0
1493876603     518200          0
1493876604     518152          0
1493876605     518412          0
1493876606     518120          0
1493876607     518212          0
1493876608     518632          0
1493876609     518260          0
1493876610     518324          0
1493876611     517852          0
1493876612     518304          0
1493876613     518320          0
1493876614     518164          0
1493876615     518056          0
1493876616     518336          0
1493876617     518288          0
1493876618     518200          0
1493876619     517868          0
1493876620     518212          0
1493876621     518024          0
1493876622     518212          0
1493876623     518084          0
1493876624     518352          0
1493876625     518520          0
1493876626     518504          0
1493876627     518336          0
1493876628     517916          0
1493876629     518288          0
1493876630     518212          0
1493876631     518212          0
1493876632     518616          0
1493876633     518244          0
1493876634     518336          0
1493876635     518148          0
1493876636     517856          0
1493876637     518180          0
1493876638     518492          0
1493876639     518228          0
1493876640     518228          0
1493876641     518072          0
1493876642     517780          0
1493876643     518432          0
1493876644     518308          0
1493876645     518060          0
1493876646     518148          0
1493876647     518288          0
1493876648     518556          0
1493876649     517996          0
1493876650     518432          0
1493876651     517840          0
1493876652     518152          0
1493876653     518240          0
1493876654     518136          0
1493876655     518228          0
1493876656     518240          0
1493876657     518024          0
1493876658     518336          0
1493876659     518084          0
1493876660     518488          0
1493876661     518256          0
1493876662     518348          0
1493876663     518304          0
1493876664     518212          0
1493876665     518072          0
1493876666     518100          0
1493876667     517664          0
1493876668     518088          0
1493876669     517976          0
1493876670     517960          0
1493876671     518104          0
1493876672     518332          0
1493876673     518056          0
1493876674     518244          0
1493876675     518304          0
1493876676     518116          0
1493876677     518132          0
1493876678     517836          0
1493876679     518052          0
1493876680     517740          0
1493876681     517820          0
1493876682     517568          0
1493876683     517788          0
1493876685     518084          0
1493876686     518468          0
1493876687     518472          0
1493876688     518408          0
1493876689     518424          0
1493876690     518596          0
1493876691     518332          0
1493876692     518144          0
1493876693     517868          0
1493876694     518176          0
1493876695     518376          0
1493876696     518332          0
1493876697     517912          0
1493876698     517864          0
1493876699     517540          0
1493876700     518020          0
1493876701     517784          0
1493876702     518468          0
1493876703     517864          0
1493876704     518360          0
1493876705     518144          0
1493876706     518312          0
1493876707     518668          0
1493876708     518268          0
1493876709     518576          0
1493876710     517908          0
1493876711     518128          0
1493876712     518388          0
1493876713     518016          0
1493876714     518156          0
1493876715     518296          0
1493876716     518468          0
1493876717     518096          0
1493876718     518124          0
1493876719     517756          0
1493876720     518128          0
1493876721     517784          0
1493876722     518144          0
1493876723     518096          0
1493876724     518440          0
1493876725     518936          0
1493876726     518236          0
1493876727     517688          0
1493876728     517756          0
1493876729     517584          0
1493876730     517588          0
1493876731     517648          0
1493876732     517820          0
1493876733     517880          0
1493876734     518348          0
1493876735     518020          0
1493876736     518020          0
1493876737     518052          0
1493876738     518224          0
1493876739     517800          0
1493876740     518392          0
1493876741     518268          0
1493876742     517892          0
1493876743     517940          0
1493876744     518088          0
1493876745     517684          0
1493876746     517704          0
1493876747     518076          0
1493876748     517764          0
1493876749     518356          0
1493876750     518288          0
1493876751     518524          0
1493876752     518092          0
1493876753     517776          0
1493876754     518524          0
1493876755     518168          0
1493876756     518072          0
1493876757     518272          0
1493876758     518012          0
1493876759     518276          0
1493876760     518040          0
1493876761     518184          0
1493876762     517932          0
1493876763     518212          0
1493876764     518184          0
1493876765     518060          0
1493876766     518168          0
1493876767     518216          0
1493876768     518372          0
1493876769     518120          0
1493876770     518248          0
1493876771     518196          0
1493876772     518288          0
1493876773     517840          0
1493876774     517888          0
1493876775     518292          0
1493876776     517996          0
1493876777     518200          0
1493876778     518044          0
1493876779     517968          0
1493876780     517996          0
1493876781     518324          0
1493876782     517888          0
1493876783     518292          0
1493876784     518672          0
1493876785     518328          0
1493876786     518260          0
1493876787     518080          0
1493876788     518236          0
1493876789     518220          0
1493876790     518112          0
1493876791     517892          0
1493876792     517924          0
1493876793     517740          0
1493876794     518328          0
1493876795     518328          0
1493876796     518324          0
1493876797     518328          0
1493876798     518000          0
1493876799     518252          0
1493876800     518048          0
1493876801     518404          0
1493876802     518484          0
1493876803     518384          0
1493876804     518632          0
1493876805     517672          0
1493876806     518200          0
1493876807     517484          0
1493876808     518092          0
1493876810     517780          0
1493876811     517716          0
1493876812     518248          0
1493876813     518200          0
1493876814     518276          0
1493876815     518372          0
1493876816     518140          0
1493876817     518016          0
1493876818     518604          0
1493876819     518152          0
1493876820     517904          0
1493876821     518292          0
1493876822     518264          0
1493876823     518464          0
1493876824     518152          0
1493876825     517872          0
1493876826     517576          0
1493876827     518368          0
1493876828     518588          0
1493876829     518324          0
1493876830     518340          0
1493876831     518104          0
1493876832     517792          0
1493876833     517812          0
1493876834     518384          0
1493876835     518448          0
1493876836     518080          0
1493876837     517828          0
1493876838     517752          0
1493876839     517536          0
1493876840     517596          0
1493876841     518032          0
1493876842     518188          0
1493876843     518140          0
1493876844     518264          0
1493876845     518052          0
1493876846     518100          0
1493876847     518084          0
1493876848     518100          0
1493876849     518176          0
1493876850     518004          0
1493876851     518332          0
1493876852     518364          0
1493876853     518176          0
1493876854     518364          0
1493876855     518300          0
1493876856     518500          0
1493876857     518068          0
1493876858     517772          0
1493876859     518380          0
1493876860     517884          0
1493876861     518084          0
1493876862     518412          0
1493876863     518552          0
1493876864     518876          0
1493876865     517924          0
1493876866     518256          0
1493876867     517912          0
1493876868     518144          0
1493876869     518008          0
1493876870     518364          0
1493876871     518880          0
1493876872     518044          0
1493876873     518008          0
1493876874     518428          0
1493876875     518632          0
1493876876     518336          0
1493876877     518736          0
1493876878     518848          0
1493876879     518304          0
1493876880     518676          0
1493876881     518600          0
1493876882     518040          0
1493876883     518132          0
1493876884     518560          0
1493876885     518576          0
1493876886     519352          0
1493876887     518716          0
1493876888     518004          0
1493876889     518080          0
1493876890     518096          0
1493876891     518080          0
1493876892     518156          0
1493876893     518344          0
1493876894     517960          0
1493876895     518488          0
1493876896     517464          0
1493876897     517604          0
1493876898     518272          0
1493876899     517900          0
1493876900     518520          0
1493876901     518844          0
1493876902     518488          0
1493876903     518520          0
1493876904     518748          0
1493876905     518052          0
1493876906     518252          0
1493876907     518424          0
1493876908     518020          0
1493876909     518300          0
1493876910     518548          0
1493876911     518176          0
1493876912     518328          0
1493876913     517988          0
1493876914     518300          0
1493876915     518020          0
1493876916     518392          0
1493876917     517508          0
1493876918     517756          0
1493876919     518300          0
1493876920     517804          0
1493876921     517804          0
1493876922     518656          0
1493876923     518160          0
1493876924     518564          0
1493876925     518656          0
1493876926     517880          0
1493876927     518144          0
1493876928     518512          0
1493876929     518264          0
1493876930     518140          0
1493876931     518232          0
1493876932     517984          0
1493876933     518044          0
1493876934     518200          0
1493876935     518448          0
1493876936     518572          0
1493876938     518696          0
1493876939     518232          0
1493876940     518092          0
1493876941     518340          0
1493876942     518356          0
1493876943     518092          0
1493876944     518512          0
1493876945     518524          0
1493876946     518508          0
1493876947     518524          0
1493876948     518184          0
1493876949     518292          0
1493876950     518804          0
1493876951     518292          0
1493876952     518184          0
1493876953     518464          0
1493876954     518508          0
1493876955     518308          0
1493876956     518308          0
1493876957     518664          0
1493876958     518744          0
1493876959     518432          0
1493876960     518168          0
1493876961     518492          0
1493876962     518120          0
1493876963     518648          0
1493876964     518476          0
1493876965     518728          0
1493876966     518960          0
1493876967     518712          0
1493876968     518728          0
1493876969     518960          0
1493876970     518480          0
1493876971     518620          0
1493876972     518604          0
1493876973     518372          0
1493876974     518276          0
1493876975     518760          0
1493876976     518744          0
1493876977     518276          0
1493876978     518664          0
1493876979     518260          0
1493876980     518680          0
1493876981     518388          0
1493876982     518280          0
1493876983     518356          0
1493876984     518760          0
1493876985     518920          0
1493876986     519400          0
1493876987     518780          0
1493876988     518796          0
1493876989     518004          0
1493876990     518252          0
1493876991     518748          0
1493876992     518220          0
1493876993     518608          0
1493876994     518596          0
1493876995     518252          0
1493876996     518312          0
1493876997     518108          0
1493876998     518080          0
1493876999     517956          0
1493877000     518016          0
1493877001     518408          0
1493877002     518452          0
1493877003     518188          0
1493877004     517956          0
1493877005     518576          0
1493877006     518508          0
1493877007     518448          0
1493877008     518340          0
1493877009     518464          0
1493877010     518092          0
1493877011     518168          0
1493877012     518728          0
1493877013     518264          0
1493877014     518740          0
1493877015     518320          0
1493877016     518412          0
1493877017     518132          0
1493877018     518320          0
1493877019     517932          0
1493877020     518520          0
1493877021     518180          0
1493877022     518228          0
1493877023     517776          0
1493877024     518032          0
1493877025     518652          0
1493877026     518528          0
1493877027     518468          0
1493877028     518372          0
1493877029     518356          0
1493877030     518124          0
1493877031     518172          0
1493877032     518124          0
1493877033     518356          0
1493877034     518372          0
1493877035     518496          0
1493877036     518512          0
1493877037     518512          0
1493877038     518000          0
1493877039     518248          0
1493877040     517700          0
1493877041     518000          0
1493877042     518280          0
1493877043     517876          0
1493877044     518516          0
1493877045     518500          0
1493877046     518192          0
1493877047     518688          0
1493877048     519076          0
1493877049     518424          0
1493877050     517912          0
1493877051     518768          0
1493877052     518208          0
1493877053     518396          0
1493877054     518764          0
1493877055     518392          0
1493877056     518376          0
1493877057     518404          0
1493877058     518624          0
1493877060     518420          0
1493877061     518388          0
1493877062     518516          0
1493877063     518388          0
1493877064     518824          0
1493877065     518236          0
1493877066     518172          0
1493877067     518484          0
1493877068     518220          0
1493877069     518296          0
1493877070     518808          0
1493877071     518408          0
1493877072     518576          0
1493877073     518296          0
1493877074     518544          0
1493877075     518592          0
1493877076     518504          0
1493877077     518256          0
1493877078     518188          0
1493877079     517724          0
1493877080     518192          0
1493877081     518500          0
1493877082     518612          0
1493877083     518452          0
1493877084     518860          0
1493877085     518724          0
1493877086     519376          0
1493877087     519376          0
1493877088     519004          0
1493877089     518848          0
1493877090     518676          0
1493877091     518724          0
1493877092     518552          0
1493877093     518132          0
1493877094     518476          0
1493877095     517948          0
1493877096     518072          0
1493877097     518568          0
1493877098     518072          0
1493877099     517964          0
1493877100     518412          0
1493877101     518336          0
1493877102     518600          0
1493877103     518756          0
1493877104     518384          0
1493877105     518384          0
1493877106     518756          0
1493877107     517964          0
1493877108     518288          0
1493877109     518616          0
1493877110     518136          0
1493877111     518508          0
1493877112     518664          0
1493877113     518400          0
1493877114     518664          0
1493877115     518660          0
1493877116     518396          0
1493877117     518692          0
1493877118     518768          0
1493877119     518752          0
1493877120     518492          0
1493877121     518536          0
1493877122     518580          0
1493877123     518052          0
1493877124     518224          0
1493877125     518100          0
1493877126     517772          0
1493877127     518424          0
1493877128     518192          0
1493877129     518440          0
1493877130     518596          0
1493877131     518720          0
1493877132     518704          0
1493877133     518908          0
1493877134     518644          0
1493877135     518004          0
1493877136     518176          0
1493877137     518424          0
1493877138     517740          0
1493877139     517960          0
1493877140     517912          0
1493877141     517804          0
1493877142     518224          0
1493877143     517836          0
1493877144     518348          0
1493877145     517944          0
1493877146     518036          0
1493877147     518284          0
1493877148     518036          0
1493877149     518376          0
1493877150     518252          0
1493877151     518284          0
1493877152     518236          0
1493877153     518500          0
1493877154     518500          0
1493877155     518268          0
1493877156     518656          0
1493877157     518532          0
1493877158     518436          0
1493877159     518532          0
1493877160     518408          0
1493877161     518732          0
1493877162     518408          0
1493877163     518284          0
1493877164     518372          0
1493877165     518900          0
1493877166     518388          0
1493877167     518232          0
1493877168     518140          0
1493877169     517644          0
1493877170     518188          0
1493877171     518172          0
1493877172     518124          0
1493877173     518420          0
1493877174     518580          0
1493877175     518456          0
1493877176     518500          0
1493877177     518672          0
1493877178     518332          0
1493877179     518404          0
1493877180     518296          0
1493877181     518124          0
1493877182     517860          0
1493877183     518296          0
1493877184     518388          0
1493877185     518060          0
1493877187     518140          0
1493877188     518124          0
1493877189     518156          0
1493877190     518544          0
1493877191     518544          0
1493877192     518824          0
1493877193     518652          0
1493877194     518296          0
1493877195     518488          0
1493877196     518536          0
1493877197     518720          0
1493877198     518676          0
1493877199     518660          0
1493877200     519108          0
1493877201     518660          0
1493877202     518628          0
1493877203     518580          0
1493877204     518800          0
1493877205     518564          0
1493877206     518568          0
1493877207     518924          0
1493877208     518676          0
1493877209     519452          0
1493877210     519344          0
1493877211     519080          0
1493877212     518720          0
1493877213     518244          0
1493877214     518444          0
1493877215     518732          0
1493877216     518736          0
1493877217     518568          0
1493877218     518628          0
1493877219     518536          0
1493877220     517976          0
1493877221     518180          0
1493877222     518444          0
1493877223     518736          0
1493877224     518672          0
1493877225     518080          0
1493877226     517968          0
1493877227     518340          0
1493877228     518496          0
1493877229     518636          0
1493877230     518352          0
1493877231     518480          0
1493877232     518652          0
1493877233     518012          0
1493877234     518528          0
1493877235     518512          0
1493877236     518796          0
1493877237     518500          0
1493877238     518436          0
1493877239     518452          0
1493877240     518376          0
1493877241     518592          0
1493877242     518356          0
1493877243     518452          0
1493877244     518440          0
1493877245     518500          0
1493877246     518720          0
1493877247     518472          0
1493877248     518732          0
1493877249     518132          0
1493877250     518080          0
1493877251     518768          0
1493877252     518736          0
1493877253     518424          0
1493877254     518552          0
1493877255     518476          0
1493877256     517980          0
1493877257     518520          0
1493877258     518444          0
1493877259     518456          0
1493877260     518304          0
1493877261     518100          0
1493877262     518956          0
1493877263     518504          0
1493877264     518660          0
1493877265     518056          0
1493877266     518040          0
1493877267     518460          0
1493877268     518352          0
1493877269     518464          0
1493877270     518400          0
1493877271     518788          0
1493877272     518680          0
1493877273     518228          0
1493877274     518184          0
1493877275     518464          0
1493877276     518244          0
1493877277     518352          0
1493877278     518432          0
1493877279     518448          0
1493877280     518276          0
1493877281     518200          0
1493877282     518200          0
1493877283     518120          0
1493877284     518820          0
1493877285     518492          0
1493877286     518132          0
1493877287     518276          0
1493877288     518444          0
1493877289     518352          0
1493877290     518508          0
1493877291     518256          0
1493877292     518116          0
1493877293     518228          0
1493877294     518036          0
1493877295     518316          0
1493877296     518328          0
1493877297     518376          0
1493877298     518376          0
1493877299     518036          0
1493877300     517892          0
1493877301     518408          0
1493877302     518036          0
1493877303     518032          0
1493877304     518372          0
1493877305     518356          0
1493877306     518232          0
1493877307     518184          0
1493877308     517640          0
1493877309     518560          0
1493877311     518368          0
1493877312     518420          0
1493877313     518684          0
1493877314     518336          0
1493877315     519228          0
1493877316     518992          0
1493877317     518512          0
1493877318     518528          0
1493877319     518540          0
1493877320     519040          0
1493877321     518356          0
1493877322     518544          0
1493877323     518404          0
1493877324     518324          0
1493877325     518808          0
1493877326     518792          0
1493877327     518360          0
1493877328     518416          0
1493877329     518112          0
1493877330     518376          0
1493877331     518156          0
1493877332     519392          0
1493877333     519332          0
1493877334     519408          0
1493877335     519408          0
1493877336     519116          0
1493877337     519392          0
1493877338     519124          0
1493877339     519252          0
1493877340     519500          0
1493877341     519060          0
1493877342     518952          0
1493877343     518264          0
1493877344     518728          0
1493877345     518452          0
1493877346     518356          0
1493877347     518248          0
1493877348     518484          0
1493877349     518744          0
1493877350     518760          0
1493877351     518624          0
1493877352     518764          0
1493877353     518216          0
1493877354     518252          0
1493877355     518668          0
