      time     memory       swap
1493876119     516548        880
1493876120     516144        880
1493876121     516160        880
1493876122     515912        880
1493876123     516004        880
1493876124     516468        880
1493876125     516476        880
1493876126     517152        880
1493876127     517012        880
1493876128     517060        880
1493876129     516452        880
1493876130     516928        880
1493876131     516456        880
1493876132     516500        880
1493876133     516128        880
1493876134     516444        880
1493876135     516520        880
1493876136     516112        880
1493876137     515620        880
1493876138     515904        880
1493876139     516224        880
1493876140     516088        880
1493876141     516184        880
1493876143     516232        880
1493876144     515820        880
1493876145     516384        880
1493876146     516628        880
1493876147     516304        880
1493876148     516056        880
1493876149     516368        880
1493876150     515988        880
1493876151     515984        880
1493876152     516328        880
1493876153     516352        880
1493876154     516248        880
1493876155     516388        880
1493876156     516528        880
1493876157     516316        880
1493876158     516572        880
1493876159     515924        880
1493876160     516244        880
1493876161     516620        880
1493876162     516416        880
1493876163     516332        880
1493876164     515664        880
1493876165     516104        880
1493876166     516096        880
1493876167     515892        880
1493876168     516664        880
1493876169     516744        880
1493876170     516340        880
1493876171     516348        880
1493876172     516120        880
1493876173     516336        880
1493876174     516324        880
1493876175     516692        880
1493876176     516272        880
1493876177     516096        880
1493876178     516840        880
1493876179     515968        880
1493876180     516764        880
1493876181     516572        880
1493876182     516648        880
1493876183     516288        880
1493876184     516296        880
1493876185     515988        880
1493876186     516240        880
1493876187     516032        880
1493876188     516872        880
1493876189     516872        880
1493876190     516356        880
1493876191     516484        880
1493876192     516384        880
1493876193     516540        880
1493876194     516400        880
1493876195     516380        880
1493876196     516340        880
1493876197     515708        880
1493876198     516772        880
1493876199     516928        880
1493876200     517032        880
1493876201     516748        880
1493876202     516168        880
1493876203     515904        880
1493876204     516464        880
1493876205     515872        880
1493876206     515800        880
1493876207     516152        880
1493876208     515704        880
1493876209     515720        880
1493876210     516188        880
1493876211     515820        880
1493876212     516164        880
1493876213     515884        880
1493876214     515688        880
1493876215     515764        880
1493876216     515720        880
1493876217     516200        880
1493876218     516416        880
1493876219     515696        880
1493876220     515852        880
1493876221     515848        880
1493876222     516204        880
1493876223     516756        880
1493876224     516920        880
1493876225     515848        880
1493876226     516556        880
1493876227     516252        880
1493876228     516440        880
1493876229     516728        880
1493876230     516296        880
1493876231     516480        880
1493876232     516312        880
1493876233     516224        880
1493876234     516144        880
1493876235     516320        880
1493876236     516192        880
1493876237     516004        880
1493876238     515964        880
1493876239     516540        880
1493876240     515804        880
1493876241     516004        880
1493876242     516580        880
1493876243     515940        880
1493876244     516236        880
1493876245     515956        880
1493876246     516080        880
1493876247     516720        880
1493876248     516700        880
1493876249     516180        880
1493876250     516116        880
1493876251     516456        880
1493876252     515744        880
1493876253     515884        880
1493876254     516296        880
1493876255     515916        880
1493876256     516092        880
1493876257     516488        880
1493876258     516584        880
1493876259     516420        880
1493876260     515992        880
1493876261     516048        880
1493876262     515964        880
1493876264     516508        880
1493876265     516004        880
1493876266     516232        880
1493876267     516128        880
1493876268     516180        880
1493876269     516184        880
1493876270     516464        880
1493876271     516664        880
1493876272     516560        880
1493876273     516012        880
1493876274     516788        880
1493876275     516732        880
1493876276     516576        880
1493876277     515852        880
1493876278     516464        880
1493876279     515996        880
1493876280     516408        880
1493876281     516604        880
1493876282     516792        880
1493876283     516756        880
1493876284     516708        880
1493876285     516752        880
1493876286     516220        880
1493876287     516744        880
1493876288     516600        880
1493876289     518244        880
1493876290     517804        880
1493876291     517616        880
1493876292     517980        880
1493876293     517488        880
1493876294     517140        880
1493876295     517840        880
1493876296     517868        880
1493876297     517492        880
1493876298     517856        880
1493876299     516604        880
1493876300     516476        880
1493876301     516444        880
1493876302     516484        880
1493876303     516604        880
1493876304     517112        880
1493876305     516664        880
1493876306     516896        880
1493876307     516876        880
1493876308     516748        880
1493876309     516720        880
1493876310     516680        880
1493876311     516364        880
1493876312     516112        880
1493876313     515808        880
1493876314     516140        880
1493876315     516364        880
1493876316     516328        880
1493876317     516132        880
1493876318     516452        880
1493876319     515824        880
1493876320     516368        880
1493876321     516040        880
1493876322     516224        880
1493876323     517016        880
1493876324     516408        880
1493876325     516128        880
1493876326     516564        880
1493876327     516092        880
1493876328     515844        880
1493876329     515612        880
1493876330     516412        880
1493876331     516168        880
1493876332     516680        880
1493876333     516428        880
1493876334     516540        880
1493876335     516644        880
1493876336     516612        880
1493876337     516412        880
1493876338     516340        880
1493876339     516312        880
1493876340     516328        880
1493876341     516916        880
1493876342     517004        880
1493876343     516840        880
1493876344     516424        880
1493876345     516656        880
1493876346     516108        880
1493876347     516412        880
1493876348     516372        880
1493876349     516140        880
1493876350     516072        880
1493876351     516312        880
1493876352     516328        880
1493876353     516456        880
1493876354     516428        880
1493876355     516236        880
1493876356     516304        880
1493876357     516336        880
1493876358     516156        880
1493876359     516076        880
1493876360     516296        880
1493876361     516280        880
1493876362     516068        880
1493876363     516096        880
1493876364     516032        880
1493876365     516092        880
1493876366     516828        880
1493876367     517016        880
1493876368     517316        880
1493876369     516132        880
1493876370     516416        880
1493876371     516240        880
1493876372     516532        880
1493876373     516660        880
1493876374     516904        880
1493876375     516676        880
1493876376     516712        880
1493876377     516284        880
1493876378     515952        880
1493876379     516060        880
1493876380     516104        880
1493876381     516260        880
1493876382     516088        880
1493876383     515960        880
1493876384     516228        880
1493876385     516228        880
1493876387     516656        880
1493876388     516396        880
1493876389     516384        880
1493876390     516148        880
1493876391     516436        880
1493876392     516080        880
1493876393     516056        880
1493876394     516368        880
1493876395     516088        880
1493876396     515824        880
1493876397     516392        880
1493876398     516016        880
1493876399     516228        880
1493876400     515652        880
1493876401     516180        880
1493876402     516108        880
1493876403     515760        880
1493876404     516084        880
1493876405     516912        880
1493876406     516156        880
1493876407     516244        880
1493876408     516876        880
1493876409     516412        880
1493876410     516452        880
1493876411     516052        880
1493876412     516508        880
1493876413     516200        880
1493876414     516512        880
1493876415     516248        880
1493876416     516228        880
1493876417     516088        880
1493876418     516692        880
1493876419     516276        880
1493876420     516184        880
1493876421     516380        880
1493876422     516876        880
1493876423     516604        880
1493876424     516564        880
1493876425     516452        880
1493876426     516044        880
1493876427     516212        880
1493876428     516616        880
1493876429     516068        880
1493876430     516500        880
1493876431     516452        880
1493876432     516040        880
1493876433     516544        880
1493876434     516280        880
1493876435     516524        880
1493876436     516152        880
1493876437     515996        880
1493876438     516260        880
1493876439     516012        880
1493876440     516400        880
1493876441     516400        880
1493876442     516328        880
1493876443     516176        880
1493876444     516384        880
1493876445     516732        880
1493876446     515772        880
1493876447     516060        880
1493876448     516464        880
1493876449     516308        880
1493876450     516000        880
1493876451     516256        880
1493876452     516192        880
1493876453     516000        880
1493876454     516360        880
1493876455     516408        880
1493876456     516508        880
1493876457     516480        880
1493876458     516600        880
1493876459     516404        880
1493876460     516520        880
1493876461     516124        880
1493876462     516016        880
1493876463     516300        880
1493876464     516276        880
1493876465     516892        880
1493876466     516040        880
1493876467     515988        880
1493876468     516052        880
1493876469     516280        880
1493876470     516176        880
1493876471     516516        880
1493876472     516268        880
1493876473     516528        880
1493876474     516728        880
1493876475     516032        880
1493876476     515684        880
1493876477     515828        880
1493876478     516324        880
1493876479     515860        880
1493876480     516076        880
1493876481     516128        880
1493876482     516368        880
1493876483     516528        880
1493876484     516152        880
1493876485     516344        880
1493876486     516744        880
1493876487     517008        880
1493876488     516440        880
1493876489     516092        880
1493876490     516400        880
1493876491     516460        880
1493876492     516664        880
1493876493     516080        880
1493876494     515880        880
1493876495     516536        880
1493876496     515924        880
1493876497     515784        880
1493876498     515420        880
1493876499     516060        880
1493876500     516424        880
1493876501     516044        880
1493876502     516212        880
1493876503     516096        880
1493876504     515472        880
1493876505     515856        880
1493876506     516208        880
1493876507     515896        880
1493876508     516124        880
1493876509     516296        880
1493876510     515892        880
1493876511     516520        880
1493876512     516256        880
1493876513     516172        880
1493876515     516140        880
1493876516     516704        880
1493876517     516016        880
1493876518     516108        880
1493876519     516228        880
1493876520     516064        880
1493876521     515956        880
1493876522     516500        880
1493876523     516384        880
1493876524     516388        880
1493876525     516112        880
1493876526     515960        880
1493876527     515916        880
1493876528     515928        880
1493876529     516288        880
1493876530     516120        880
1493876531     516272        880
1493876532     516216        880
1493876533     516528        880
1493876534     516744        880
1493876535     516712        880
1493876536     516380        880
1493876537     516356        880
1493876538     516604        880
1493876539     516252        880
1493876540     515984        880
1493876541     516928        880
1493876542     516600        880
1493876543     515888        880
1493876544     516124        880
1493876545     516600        880
1493876546     516488        880
1493876547     516812        880
1493876548     516308        880
1493876549     515864        880
1493876550     515884        880
1493876551     515708        880
1493876552     515792        880
1493876553     516268        880
1493876554     516020        880
1493876555     516376        880
1493876556     516384        880
1493876557     516132        880
1493876558     516128        880
1493876559     515980        880
1493876560     516044        880
1493876561     516560        880
1493876562     516676        880
1493876563     515764        880
1493876564     516188        880
1493876565     516580        880
1493876566     516096        880
1493876567     516100        880
1493876568     516060        880
1493876569     516140        880
1493876570     516524        880
1493876571     516520        880
1493876572     516104        880
1493876573     516256        880
1493876574     516380        880
1493876575     515908        880
1493876576     516072        880
1493876577     516468        880
1493876578     515888        880
1493876579     515968        880
1493876580     516216        880
1493876581     516188        880
1493876582     515656        880
1493876583     516196        880
1493876584     517008        880
1493876585     517404        880
1493876586     516744        880
1493876587     516728        880
1493876588     516732        880
1493876589     516240        880
1493876590     516876        880
1493876591     516640        880
1493876592     516352        880
1493876593     516300        880
1493876594     516844        880
1493876595     516508        880
1493876596     516676        880
1493876597     516640        880
1493876598     516092        880
1493876599     516888        880
1493876600     515996        880
1493876601     516344        880
1493876602     516340        880
1493876603     516316        880
1493876604     515880        880
1493876605     515888        880
1493876606     516820        880
1493876607     516460        880
1493876608     517208        880
1493876609     516484        880
1493876610     516016        880
1493876611     516240        880
1493876612     515900        880
1493876613     516084        880
1493876614     516192        880
1493876615     516284        880
1493876616     516856        880
1493876617     516580        880
1493876618     516080        880
1493876619     515924        880
1493876620     515852        880
1493876621     516256        880
1493876622     515840        880
1493876623     516212        880
1493876624     516044        880
1493876625     516288        880
1493876626     516012        880
1493876627     515888        880
1493876628     516408        880
1493876629     516168        880
1493876630     516188        880
1493876631     516432        880
1493876632     516760        880
1493876633     516116        880
1493876634     516528        880
1493876635     516620        880
1493876636     516100        880
1493876637     516284        880
1493876638     516336        880
1493876640     516100        880
1493876641     515964        880
1493876642     516600        880
1493876643     516448        880
1493876644     516664        880
1493876645     515732        880
1493876646     515864        880
1493876647     516128        880
1493876648     516228        880
1493876649     516208        880
1493876650     516744        880
1493876651     516280        880
1493876652     516904        880
1493876653     516480        880
1493876654     516264        880
1493876655     516216        880
1493876656     516160        880
1493876657     515980        880
1493876658     516336        880
1493876659     516220        880
1493876660     516144        880
1493876661     516240        880
1493876662     516260        880
1493876663     516024        880
1493876664     516784        880
1493876665     516460        880
1493876666     517020        880
1493876667     516644        880
1493876668     516344        880
1493876669     516760        880
1493876670     516976        880
1493876671     516728        880
1493876672     516924        880
1493876673     516596        880
1493876674     516372        880
1493876675     516112        880
1493876676     516596        880
1493876677     516416        880
1493876678     516792        880
1493876679     516156        880
1493876680     516156        880
1493876681     516396        880
1493876682     516160        880
1493876683     515996        880
1493876684     516064        880
1493876685     516512        880
1493876686     516132        880
1493876687     516176        880
1493876688     516372        880
1493876689     516284        880
1493876690     516264        880
1493876691     516488        880
1493876692     515936        880
1493876693     516472        880
1493876694     516208        880
1493876695     516168        880
1493876696     516596        880
1493876697     516584        880
1493876698     516056        880
1493876699     516008        880
1493876700     516156        880
1493876701     515892        880
1493876702     516148        880
1493876703     516396        880
1493876704     516160        880
1493876705     516756        880
1493876706     516780        880
1493876707     516236        880
1493876708     516484        880
1493876709     516268        880
1493876710     516764        880
1493876711     516708        880
1493876712     516172        880
1493876713     516404        880
1493876714     516404        880
1493876715     516464        880
1493876716     516092        880
1493876717     516144        880
1493876718     516332        880
1493876719     516160        880
1493876720     516252        880
1493876721     516552        880
1493876722     516700        880
1493876723     516248        880
1493876724     516344        880
1493876725     516528        880
1493876726     516104        880
1493876727     516248        880
1493876728     516372        880
1493876729     516248        880
1493876730     516168        880
1493876731     516164        880
1493876732     516500        880
1493876733     515860        880
1493876734     516512        880
1493876735     516544        880
1493876736     516212        880
1493876737     516224        880
1493876738     516152        880
1493876739     516376        880
1493876740     516440        880
1493876741     516552        880
1493876742     516540        880
1493876743     516520        880
1493876744     516212        880
1493876745     516336        880
1493876746     516708        880
1493876747     516196        880
1493876748     516428        880
1493876749     516224        880
1493876750     516460        880
1493876751     516340        880
1493876752     516556        880
1493876753     516276        880
1493876754     516448        880
1493876755     516292        880
1493876756     516036        880
1493876757     516168        880
1493876758     516836        880
1493876759     516532        880
1493876760     516060        880
1493876761     516280        880
1493876763     516644        880
1493876764     516596        880
1493876765     515968        880
1493876766     516884        880
1493876767     516636        880
1493876768     516248        880
1493876769     516644        880
1493876770     516536        880
1493876771     516196        880
1493876772     516100        880
1493876773     516188        880
1493876774     516440        880
1493876775     516572        880
1493876776     516324        880
1493876777     516444        880
1493876778     516428        880
1493876779     516036        880
1493876780     516148        880
1493876781     516016        880
1493876782     515856        880
1493876783     516368        880
1493876784     516864        880
1493876785     516536        880
1493876786     516788        880
1493876787     516940        880
1493876788     516264        880
1493876789     516668        880
1493876790     516764        880
1493876791     516656        880
1493876792     516308        880
1493876793     516216        880
1493876794     516372        880
1493876795     516068        880
1493876796     516160        880
1493876797     516388        880
1493876798     516620        880
1493876799     516216        880
1493876800     516232        880
1493876801     516160        880
1493876802     516576        880
1493876803     516312        880
1493876804     516200        880
1493876805     516716        880
1493876806     516544        880
1493876807     516328        880
1493876808     516948        880
1493876809     516320        880
1493876810     516320        880
1493876811     516556        880
1493876812     516312        880
1493876813     516300        880
1493876814     516480        880
1493876815     516168        880
1493876816     516476        880
1493876817     516588        880
1493876818     516880        880
1493876819     517072        880
1493876820     516716        880
1493876821     516716        880
1493876822     516432        880
1493876823     516744        880
1493876824     516476        880
1493876825     517048        880
1493876826     516588        880
1493876827     516788        880
1493876828     516672        880
1493876829     516456        880
1493876830     516340        880
1493876831     516564        880
1493876832     516424        880
1493876833     517112        880
1493876834     516644        880
1493876835     516292        880
1493876836     516424        880
1493876837     516612        880
1493876838     515984        880
1493876839     516392        880
1493876840     516268        880
1493876841     516528        880
1493876842     515948        880
1493876843     516360        880
1493876844     516980        880
1493876845     516940        880
1493876846     516604        880
1493876847     516824        880
1493876848     516268        880
1493876849     516748        880
1493876850     516176        880
1493876851     515996        880
1493876852     516244        880
1493876853     516500        880
1493876854     515864        880
1493876855     516132        880
1493876856     515784        880
1493876857     516252        880
1493876858     515904        880
1493876859     516308        880
1493876860     516548        880
1493876861     516084        880
1493876862     515412        880
1493876863     516064        880
1493876864     516316        880
1493876865     515820        880
1493876866     516316        880
1493876867     516404        880
1493876868     516436        880
1493876869     516080        880
1493876870     516480        880
1493876871     515996        880
1493876872     516364        880
1493876873     516524        880
1493876874     516516        880
1493876875     516076        880
1493876876     516092        880
1493876877     516380        880
1493876878     516100        880
1493876879     516624        880
1493876880     516160        880
1493876881     516656        880
1493876882     516012        880
1493876883     516360        880
1493876884     516344        880
1493876885     515944        880
1493876887     516516        880
1493876888     516440        880
1493876889     516160        880
1493876890     516244        880
1493876891     516436        880
1493876892     516036        880
1493876893     516656        880
1493876894     516112        880
1493876895     516012        880
1493876896     516276        880
1493876897     516556        880
1493876898     516152        880
1493876899     516264        880
1493876900     516128        880
1493876901     515940        880
1493876902     516236        880
1493876903     516376        880
1493876904     516252        880
1493876905     516236        880
1493876906     516156        880
1493876907     516392        880
1493876908     516636        880
1493876909     516216        880
1493876910     516216        880
1493876911     516224        880
1493876912     516356        880
1493876913     516176        880
1493876914     516084        880
1493876915     516632        880
1493876916     516372        880
1493876917     515940        880
1493876918     515972        880
1493876919     516608        880
1493876920     516512        880
1493876921     516180        880
1493876922     516348        880
1493876923     516116        880
1493876924     515620        880
1493876925     515992        880
1493876926     516520        880
1493876927     516272        880
1493876928     516740        880
1493876929     516304        880
1493876930     516552        880
1493876931     516840        880
1493876932     516164        880
1493876933     516544        880
1493876934     516200        880
1493876935     516640        880
1493876936     516320        880
1493876937     516416        880
1493876938     516980        880
1493876939     517088        880
1493876940     516424        880
1493876941     516212        880
1493876942     516300        880
1493876943     516360        880
1493876944     516368        880
1493876945     516732        880
1493876946     516500        880
1493876947     516716        880
1493876948     516804        880
1493876949     516520        880
1493876950     516300        880
1493876951     516784        880
1493876952     516252        880
1493876953     516492        880
1493876954     516616        880
1493876955     516336        880
1493876956     516256        880
1493876957     516852        880
1493876958     516972        880
1493876959     516600        880
1493876960     516756        880
1493876961     516948        880
1493876962     516140        880
1493876963     516980        880
1493876964     516800        880
1493876965     516968        880
1493876966     516924        880
1493876967     516544        880
1493876968     517076        880
1493876969     517044        880
1493876970     516696        880
1493876971     516856        880
1493876972     516968        880
1493876973     516728        880
1493876974     516784        880
1493876975     516832        880
1493876976     516456        880
1493876977     516204        880
1493876978     516252        880
1493876979     516064        880
1493876980     516548        880
1493876981     516580        880
1493876982     516472        880
1493876983     516176        880
1493876984     516440        880
1493876985     516872        880
1493876986     516596        880
1493876987     516240        880
1493876988     516284        880
1493876989     516336        880
1493876990     516584        880
1493876991     516688        880
1493876992     516576        880
1493876993     516316        880
1493876994     516512        880
1493876995     516404        880
1493876996     516212        880
1493876997     516408        880
1493876998     516608        880
1493876999     516744        880
1493877000     516936        880
1493877001     516672        880
1493877002     516784        880
1493877003     516892        880
1493877004     516596        880
1493877005     516536        880
1493877006     516464        880
1493877007     516308        880
1493877008     516936        880
1493877010     516492        880
1493877011     516628        880
1493877012     516600        880
1493877013     516480        880
1493877014     516212        880
1493877015     516756        880
1493877016     515960        880
1493877017     516404        880
1493877018     515760        880
1493877019     515964        880
1493877020     516480        880
1493877021     516232        880
1493877022     516236        880
1493877023     516424        880
1493877024     516156        880
1493877025     516672        880
1493877026     516832        880
1493877027     516476        880
1493877028     516172        880
1493877029     516140        880
1493877030     516204        880
1493877031     515864        880
1493877032     516164        880
1493877033     516628        880
1493877034     516056        880
1493877035     515936        880
1493877036     516416        880
1493877037     516568        880
1493877038     516048        880
1493877039     516524        880
1493877040     516896        880
1493877041     516748        880
1493877042     516616        880
1493877043     517144        880
1493877044     516304        880
1493877045     516464        880
1493877046     516788        880
1493877047     516896        880
1493877048     516660        880
1493877049     516624        880
1493877050     516552        880
1493877051     516244        880
1493877052     516120        880
1493877053     516388        880
1493877054     516084        880
1493877055     516524        880
1493877056     516700        880
1493877057     516372        880
1493877058     516600        880
1493877059     516912        880
1493877060     516144        880
1493877061     516336        880
1493877062     516484        880
1493877063     515924        880
1493877064     516260        880
1493877065     516048        880
1493877066     516496        880
1493877067     515904        880
1493877068     516764        880
1493877069     516344        880
1493877070     516620        880
1493877071     516680        880
1493877072     516112        880
1493877073     516772        880
1493877074     516984        880
1493877075     516228        880
1493877076     516536        880
1493877077     516340        880
1493877078     516272        880
1493877079     516452        880
1493877080     516116        880
1493877081     516376        880
1493877082     516168        880
1493877083     516072        880
1493877084     515820        880
1493877085     516052        880
1493877086     516060        880
1493877087     516736        880
1493877088     516384        880
1493877089     516740        880
1493877090     516756        880
1493877091     516804        880
1493877092     516372        880
1493877093     516560        880
1493877094     516476        880
1493877095     516344        880
1493877096     516656        880
1493877097     516152        880
1493877098     516496        880
1493877099     516328        880
1493877100     516168        880
1493877101     516368        880
1493877102     516340        880
1493877103     516908        880
1493877104     516732        880
1493877105     516696        880
1493877106     516096        880
1493877107     515988        880
1493877108     516452        880
1493877109     516612        880
1493877110     517024        880
1493877111     517044        880
1493877112     516424        880
1493877113     516580        880
1493877114     516780        880
1493877115     516032        880
1493877116     516584        880
1493877117     516856        880
1493877118     516188        880
1493877119     516164        880
1493877120     516504        880
1493877121     516448        880
1493877122     516516        880
1493877123     516072        880
1493877124     516356        880
1493877125     516256        880
1493877126     516560        880
1493877127     516168        880
1493877128     516240        880
1493877129     516240        880
1493877130     516428        880
1493877131     515928        880
1493877132     516204        880
1493877133     516780        880
1493877134     515852        880
1493877135     516356        880
1493877136     516216        880
1493877138     516420        880
1493877139     516604        880
1493877140     516800        880
1493877141     516240        880
1493877142     516256        880
1493877143     516824        880
1493877144     516676        880
1493877145     516472        880
1493877146     516236        880
1493877147     516264        880
1493877148     516328        880
1493877149     516568        880
1493877150     516516        880
1493877151     516600        880
1493877152     516928        880
1493877153     516624        880
1493877154     516400        880
1493877155     516704        880
1493877156     516448        880
1493877157     516728        880
1493877158     516588        880
1493877159     516728        880
1493877160     516800        880
1493877161     516868        880
1493877162     516088        880
1493877163     516492        880
1493877164     516228        880
1493877165     516260        880
1493877166     516504        880
1493877167     516444        880
1493877168     516512        880
1493877169     516544        880
1493877170     516688        880
1493877171     516140        880
1493877172     516256        880
1493877173     516744        880
1493877174     515936        880
1493877175     515876        880
1493877176     516200        880
1493877177     515916        880
1493877178     515664        880
1493877179     516680        880
1493877180     516564        880
1493877181     516560        880
1493877182     516628        880
1493877183     516220        880
1493877184     516416        880
1493877185     516144        880
1493877186     516116        880
1493877187     516068        880
1493877188     516272        880
1493877189     516252        880
1493877190     516152        880
1493877191     516428        880
1493877192     516380        880
1493877193     516420        880
1493877194     516320        880
1493877195     516428        880
1493877196     516256        880
1493877197     515976        880
1493877198     516460        880
1493877199     516456        880
1493877200     516584        880
1493877201     516576        880
1493877202     515700        880
1493877203     516248        880
1493877204     516388        880
1493877205     516576        880
1493877206     516636        880
1493877207     516476        880
1493877208     516308        880
1493877209     516120        880
1493877210     516472        880
1493877211     516564        880
1493877212     516624        880
1493877213     517132        880
1493877214     516656        880
1493877215     516916        880
1493877216     516792        880
1493877217     516216        880
1493877218     516036        880
1493877219     516396        880
1493877220     516232        880
1493877221     516740        880
1493877222     516208        880
1493877223     516376        880
1493877224     516440        880
1493877225     516224        880
1493877226     516288        880
1493877227     516412        880
1493877228     515896        880
1493877229     516504        880
1493877230     516764        880
1493877231     516852        880
1493877232     516360        880
1493877233     516100        880
1493877234     516812        880
1493877235     516412        880
1493877236     516672        880
1493877237     516520        880
1493877238     516036        880
1493877239     516260        880
1493877240     516660        880
1493877241     516604        880
1493877242     516624        880
1493877243     516508        880
1493877244     516552        880
1493877245     516676        880
1493877246     516372        880
1493877247     516016        880
1493877248     516100        880
1493877249     516396        880
1493877250     516612        880
1493877251     516952        880
1493877252     516520        880
1493877253     516200        880
1493877254     516124        880
1493877255     516676        880
1493877256     516756        880
1493877257     516448        880
1493877258     516756        880
1493877259     516648        880
1493877260     516728        880
1493877261     516616        880
1493877262     516464        880
1493877263     516672        880
1493877265     516188        880
1493877266     516220        880
1493877267     516672        880
1493877268     516252        880
1493877269     516500        880
1493877270     516884        880
1493877271     516376        880
1493877272     516488        880
1493877273     516728        880
1493877274     516896        880
1493877275     516616        880
1493877276     516304        880
1493877277     517060        880
1493877278     516752        880
1493877279     516812        880
1493877280     517296        880
1493877281     516596        880
1493877282     516388        880
1493877283     517080        880
1493877284     517116        880
1493877285     516172        880
1493877286     516256        880
1493877287     516552        880
1493877288     516196        880
1493877289     516736        880
1493877290     516768        880
1493877291     516524        880
1493877292     516804        880
1493877293     517328        880
1493877294     516596        880
1493877295     516576        880
1493877296     516444        880
1493877297     516308        880
1493877298     516924        880
1493877299     516316        880
1493877300     516076        880
1493877301     516200        880
1493877302     516424        880
1493877303     516384        880
1493877304     516384        880
1493877305     516276        880
1493877306     515632        880
1493877307     516140        880
1493877308     517032        880
1493877309     516360        880
1493877310     516692        880
1493877311     516268        880
1493877312     515932        880
1493877313     516168        880
1493877314     516432        880
1493877315     516532        880
1493877316     516960        880
1493877317     516316        880
1493877318     516164        880
1493877319     516704        880
1493877320     516640        880
1493877321     516640        880
1493877322     516780        880
1493877323     516828        880
1493877324     516808        880
1493877325     516364        880
1493877326     516412        880
1493877327     516396        880
1493877328     516516        880
1493877329     516756        880
1493877330     516780        880
1493877331     516840        880
1493877332     516716        880
1493877333     516236        880
1493877334     516500        880
1493877335     516528        880
1493877336     516348        880
1493877337     516620        880
1493877338     516704        880
1493877339     516872        880
1493877340     516496        880
1493877341     516116        880
1493877342     516188        880
1493877343     516188        880
1493877344     515988        880
1493877345     516516        880
1493877346     516620        880
1493877347     516616        880
1493877348     516604        880
1493877349     516444        880
1493877350     516508        880
1493877351     516344        880
1493877352     516388        880
1493877353     516260        880
1493877354     516392        880
1493877355     516440        880
